Name,Description,Price,Stock,Seller Username
网易严选 智能旋转拖把 Pro版,"网易严选 智能旋转拖把 Pro版，专为现代家庭设计，带来高效清洁新体验！
采用高品质微纤维拖布头，吸水力强，去污更彻底，适合木地板、瓷砖等多种地面材质，尺寸为杆长130cm，拖头直径38cm，搭配经典灰白配色，简约时尚。
创新360度旋转技术，轻松深入角落，配合自带水桶实现一键甩干，省力又卫生，完美适用于客厅、厨房、卧室等日常清洁场景。
秉承网易严选“好的生活，没那么贵”的品牌理念，精选优质材料，确保耐用与性价比兼得！",89.90,1278,seller01@cxk.com
苏泊尔 雅致不锈钢餐具套装 16件家庭装,"苏泊尔 雅致不锈钢餐具套装，专为中国家庭设计，传承品牌匠心工艺，打造高品质用餐体验！
套装包含16件，涵盖餐刀、餐叉、餐勺及茶匙，满足日常用餐及聚会需求；采用优质304不锈钢，耐腐蚀，持久光亮，安全健康；
精致流线型设计，手感舒适，搭配经典银色外观，彰显优雅品味；适用于家庭餐桌、朋友聚餐或节日宴会，让每一次用餐都充满仪式感。
苏泊尔始终秉持“让生活更美好”的理念，为您提供贴心餐具解决方案！",129.90,1280,seller01@cxk.com
乐扣乐扣 智能感应垃圾桶 LK-3000,"乐扣乐扣 智能感应垃圾桶 LK-3000，专为现代家居设计，带来无接触式便捷体验！
采用高品质ABS材质，坚固耐用，尺寸为30cm x 25cm x 45cm，容量12L，适合厨房、客厅或办公室使用，配备智能红外感应技术，0.3秒快速开盖，轻松丢弃垃圾，保持环境整洁。
提供经典白色与优雅灰色可选，完美融入各种家居风格。
乐扣乐扣始终秉持“让生活更美好”的品牌理念，致力于为您打造智能、环保的家居解决方案！",129.90,1275,seller01@cxk.com
水星家纺 马克杯 星云系列 350ml 保温款,"来自水星家纺的星云系列马克杯，专为家居生活打造，融合时尚与实用！
采用高品质304不锈钢内胆，搭配食品级PP外壳，安全无毒，耐用防摔；容量350ml，尺寸适中，直径8cm，高10cm，适合日常饮用；
独特星云渐变色设计，蓝色与紫色交融，彰显水星家纺“舒适生活，艺术家居”的品牌理念；
双层真空保温技术，保热6小时，保冷12小时，无论是清晨咖啡还是午后冷饮，都能保持最佳口感；
适合居家办公、休闲时光或送礼佳选，陪伴每一个温馨时刻！",69.90,1280,seller01@cxk.com
水星家纺 高效清洁旋转拖把PRO,"水星家纺 高效清洁旋转拖把PRO，专为现代家庭设计，传承水星家纺“舒适生活，品质家居”的品牌理念。这款拖把采用优质微纤维拖布头，吸水力强，尺寸为直径40cm，适合大面积清洁；配备不锈钢伸缩杆，长达120cm，轻松应对高低角落；独特的360度旋转设计，操作省力，搭配大容量水桶，轻松实现干湿分离。无论是厨房油污还是客厅灰尘，都能一扫而净，让家居清洁更高效、省心！
适合各类地板材质，保护您的家居环境。
水星家纺，致力于为您打造洁净舒适的居家生活！",89.90,1275,seller01@cxk.com
富安娜 奢华纯棉浴巾 升级加厚款,"富安娜作为国内知名家纺品牌，致力于为每一位用户带来极致舒适的家居体验。这款奢华纯棉浴巾采用100%长绒棉精制而成，触感柔软细腻，吸水性极强，轻松包裹全身，让您在沐浴后享受如云般的舒适感。
尺寸为140cm x 70cm，适合成人及家庭使用，提供浅蓝、米白、淡粉三色可选，满足不同风格需求。
无论是日常居家，还是出差旅行，这款浴巾都能为您带来五星级酒店般的呵护体验，彰显富安娜“精致生活，温暖相伴”的品牌理念。",89.90,1275,seller01@cxk.com
乐扣乐扣 智能电饭煲 LK-DF3000 5L大容量,"乐扣乐扣智能电饭煲 LK-DF3000，专为中国家庭设计，5L大容量满足3-8人用餐需求，轻松应对家庭聚会或日常烹饪。
采用优质不锈钢内胆，耐用抗腐蚀，配合360°立体加热技术，米饭粒粒香糯，口感更佳。
配备智能触控面板，支持多种烹饪模式，煮饭、煲汤、蒸菜一键搞定，省时省力。
机身采用经典白色设计，尺寸紧凑（长30cm*宽28cm*高25cm），完美融入现代厨房。
乐扣乐扣秉持“锁住健康与美味”的品牌理念，让每一餐都成为家人团聚的幸福时刻。",399.99,1280,seller01@cxk.com
美的 雅致不锈钢餐具套装 6人份,"美的 雅致不锈钢餐具套装，专为现代家庭设计，带来高品质用餐体验。采用食品级304不锈钢材质，坚固耐用，抗腐蚀，确保安全健康。套装包含刀、叉、勺各6件，适合6人家庭或聚会使用，尺寸标准，握感舒适，搭配经典银色外观，优雅大方。
无论是日常家用还是招待宾客，这款餐具套装都能提升餐桌格调，展现您的品味。美的始终秉持“科技尽善，生活尽美”的理念，让每一次用餐都成为美好时刻。
现货热销中，欢迎选购！",199.99,1280,seller01@cxk.com
九阳 智能电饭煲 JYF-40T5 4L大容量,"九阳 JYF-40T5 智能电饭煲，专为中国家庭设计，带来极致烹饪体验！采用创新IH电磁加热技术，米饭均匀受热，粒粒香甜。
配备4L大容量内胆，满足3-8人家庭需求，食品级不粘涂层内胆，安全耐用，易清洗。
支持24小时智能预约和多种烹饪模式，煮饭、煲汤、蒸煮一机搞定，轻松应对日常三餐或聚会美食。
机身采用经典白色设计，尺寸适中（约30*25*28cm），完美融入现代厨房。
九阳品牌始终秉持“健康生活，科技先行”的理念，让每顿饭都充满爱与温暖！",399.99,1278,seller01@cxk.com
洁丽雅 免手洗平板拖把 2023新升级款,"洁丽雅品牌始终致力于为家庭带来更便捷的清洁体验，这款2023新升级款免手洗平板拖把是您的家居清洁好帮手！
采用高密度微纤维拖布头，吸水力强，去污能力卓越，轻松应对地板上的各种污渍。
拖把杆采用优质不锈钢材质，坚固耐用，长度可调节至120cm，适合不同身高用户。
配备独特的自挤水设计，免手洗更省力，保持双手干净。
拖把头旋转灵活，轻松深入家具底部与狭窄角落，完美适用于客厅、厨房、卧室等多种场景。
洁丽雅，用心守护您的家居清洁！",59.90,1275,seller01@cxk.com
富安娜 雅致保温杯 500ml 商务款,"富安娜 雅致保温杯 500ml 商务款，传承富安娜品牌对精致生活的追求，专为都市精英设计。采用优质316不锈钢内胆，双层真空保温技术，24小时长效锁温，热水恒温不烫手，冷饮持久冰爽。容量500ml，适合日常办公、商务出差或短途旅行，随身携带方便又时尚。杯身尺寸约为23.5cm高，6.5cm直径，经典雅黑配色，彰显低调奢华。富安娜，致力于为您的生活增添一份温暖与品质。
无论是清晨的咖啡，还是午后的茶饮，这款保温杯都能成为您贴心的伴侣。",129.90,1278,seller01@cxk.com
茶花 智能电饭煲 5L 家庭款,"茶花品牌全新推出的智能电饭煲，专为中国家庭设计，5L大容量轻松满足3-8人用餐需求。采用优质不锈钢内胆，耐用安全，搭配智能IH加热技术，米饭口感香糯均匀。提供多种烹饪模式，包括煮饭、煲汤、蒸煮等，满足多样化厨房需求。
外观简约时尚，珍珠白配色融入现代家居风格，操作面板触摸式设计，老人孩子也能轻松上手。茶花秉承“让生活更美好”的理念，致力于为每一位用户带来便捷与温馨的烹饪体验。
无论是日常家庭聚餐，还是节日招待宾客，茶花电饭煲都是您厨房的最佳助手！",399.99,1280,seller01@cxk.com
洁丽雅 免手洗平板拖把 升级款 360度旋转,"洁丽雅 免手洗平板拖把 升级款，专为现代家庭设计，省力又高效！采用优质微纤维拖布头，吸水力强，去污效果一流，轻松应对各种地面污渍。
产品规格：拖布头宽40cm，杆长可调节至130cm，配备360度旋转设计，灵活清洁死角；搭配自带挤水桶，容量5L，免手洗更卫生。
适用于客厅、厨房、卧室等家居场景，让清洁变得简单又省心。洁丽雅，秉承“洁净生活，优雅家居”的品牌理念，为您的家增添一份舒适与整洁！",59.90,1278,seller01@cxk.com
网易严选 静谧森林香薰精油套装 30ml,"网易严选匠心之作，这款静谧森林香薰精油套装带来自然与舒适的居家体验。精选天然植物精油，30ml大容量，搭配优雅玻璃瓶身，适合现代简约家居风格。独特森林系香调，融合松木与青草气息，舒缓身心，助你远离城市喧嚣。
无论是卧室放松、瑜伽冥想，还是书房专注，都能营造静谧氛围。
网易严选秉持“好的生活，没那么贵”的理念，为你精选高品质生活好物，点滴提升生活幸福感。",59.90,127,seller01@cxk.com
小米米家 智能恒温保温杯 500ml,"小米米家 智能恒温保温杯 500ml，专为现代都市生活设计，融合小米科技智能基因，带来极致保温体验！
采用316L食品级不锈钢内胆，安全耐用，容量500ml，适合日常办公或户外携带；配备智能温控显示屏，实时掌握水温，12小时长效保温，24小时保冷，喝水更安心。
杯身轻巧，仅重260g，提供经典黑、优雅白两种配色，尺寸为23.5cm*6.8cm，握感舒适。
无论是清晨咖啡、午后热茶，还是运动补水，小米米家保温杯都是你的贴心伴侣，体现小米“科技让生活更美好”的品牌理念！",99.90,1278,seller01@cxk.com
美的 智能旋转拖把 M9 Pro,"美的智能旋转拖把 M9 Pro，家居清洁新革命！搭载美的独家智能旋转技术，360度高效去污，轻松应对顽固污渍。
采用高密度微纤维拖头，吸水力强，适合木地板、瓷砖等多种地面材质，尺寸为130cm可伸缩杆，长久耐用。
配备自洁功能，搭配专用清洁桶，省力又卫生，完美适用于家庭、办公室等场景。
秉承美的“科技让生活更美好”的品牌理念，M9 Pro 让清洁变得更简单、更智能！",129.90,358,seller01@cxk.com
洁丽雅 香薰静谧森林系列 智能定时款,"洁丽雅香薰静谧森林系列智能定时款，为您的家居生活增添一抹自然清新气息！这款香薰机采用高品质ABS材质，尺寸为直径10cm*高度15cm，容量200ml，适合卧室、客厅等空间，提供长达8小时的持续香氛弥漫。独特森林系香型，融合松木与薰衣草精油，带来宁静放松的氛围。洁丽雅品牌始终致力于打造舒适家居体验，智能定时功能让香氛释放随心掌控，夜间低噪运行，伴您进入甜美梦乡。
适用场景广泛，无论是瑜伽冥想时的静心辅助，还是朋友聚会时的氛围营造，洁丽雅香薰机都是您的不二之选。快来体验这份来自大自然的问候吧！",129.90,1275,seller01@cxk.com
洁丽雅 时尚叠层收纳箱 60L 大容量款,"洁丽雅品牌全新推出的时尚叠层收纳箱，60L大容量设计，轻松解决家居杂物堆积问题！采用高强度PP环保材质，坚固耐用，防水防潮，保护物品安全无忧。尺寸为50cm*40cm*30cm，经典灰白色调，简约百搭，适合客厅、卧室、衣柜等多场景使用。
无论是存放衣物、玩具还是书籍，洁丽雅收纳箱都能让空间井井有条，展现整洁生活美学。作为家居生活专家，洁丽雅始终致力于为您打造舒适便捷的居家环境，品质值得信赖！
限时优惠，赶快入手，为家增添一份清爽与秩序吧！",79.90,1280,seller01@cxk.com
富安娜 奢华纯棉毛巾套装 60x30cm,"富安娜作为高端家居品牌，致力于为用户带来极致舒适体验。这款奢华纯棉毛巾套装选用100%长绒棉，柔软吸水，触感细腻，尺寸为60x30cm，适合日常洗脸、擦手使用，提供灰白两色选择。
无论是居家沐浴后轻柔包裹，还是旅行出差的贴心陪伴，这款毛巾都能展现富安娜对品质生活的追求。
独特的织造工艺让毛巾更耐用，不易掉毛，呵护您的每一寸肌肤。选择富安娜，选择优雅与舒适并存的生活方式。",29.90,128,seller01@cxk.com
水星家纺 折叠式大容量收纳箱 48L 灰色款,"水星家纺倾力打造的这款折叠式大容量收纳箱，完美融合实用性与美观设计，为您的家居生活带来整洁与优雅。采用高品质环保PP材质，坚固耐用，防水防潮，保护您的物品不受损。尺寸为50*36*26cm，容量高达48L，轻松容纳衣物、玩具、书籍等各类杂物，灰色经典配色适合各种家居风格。
无论是放置在卧室、客厅还是衣帽间，这款收纳箱都能帮您轻松整理空间，节省时间。
水星家纺秉承'让家更美好'的理念，致力于为每一位用户提供高品质的家居用品，让收纳成为一种享受。",69.90,128,seller01@cxk.com
